Review,Classification
 مش جيد الصراحه انه سيئ,negative
 زي الخرا ,negative
 لا يستحق ,negative
 برنامج فاشل في كل مره احاول افتح يقفل ويقول فيه اصدار حديث ويرجعني للمتجر ,negative
 سي للغاية ,negative
 الخدمه سيئه جدا ,negative
 لا يعمل ,negative
 سيئ جدا ,negative
 يخرجني من التطبيق الى صفحة التحميل كل ماافتحه ,neutral
 سئ جدآ جدآ جدا  وموقع معفن,negative
 فاشل ,negative
 تطبيق سئ للغايه ,negative
 رهيب ,positive
 طلب مني تحديث للأصدار الجديد والآن لايفتح ويحولك علا متجر قوقل بلاي لتحديث ولا يوجد تحديث.... ,neutral
 ياريتني ما جربته ,negative
 يعجبني الاهتمام ,positive
 معلق ,negative
 كيف احدث ,neutral
 في مشكل في الدخول على طول يطلب تحديث المشكله إني محدث ولا يقبل الدخول للبرنامج ماهو الحل ,neutral
 ممتاز ,positive
 تطبيق سيء معلق وكل ماتفتحه يكتب هناك تحديث ولا تلقى شيء للاسف ,negative
 التطبيق لايعمل ويطلب عمل تحديث مع العلم انه محدث لاخر اصدار ,neutral
 ما يفتح سيئ ,negative
قرف اوووي,negative
 زباله ,negative
 ابغا اسوي موعد ضروري افيدوني البرنامج مايشتغل معي ,negative
 حدثوا تطبيق ,negative
 ليس متوافق مع الاصدارات القديمة مايفتح وليس هناك ايقونة الخروج يجلس معلق على الشاشة ..... انا مافتح معي ,neutral
 لا يعمل ,negative
 اين التطبيق الذى يوجد بة تحديث ..كل ما افتح التطبيق يقولى اذهب الى التطبيقات ليتم التحديث ولا يوجد شئ ,neutral
 تطبيق للأسف سيء يحتاج إلى إعادة نظر ,negative
 زفت ,negative
 كل بعد شوي رسالة على ايش ولا في اي معلومات . برنامج معفن ,negative
 اريد حل لهذه المشكلة...... بعد تحميل التطبيق..... لا يفتح. ,negative
 سييء جدا ,negative
 سيئ جدآ ولا انصح في استخدامه بشكل دائم يقول لك رقم الهوية اوتاريخ الميلاد غير صحيحة ,negative
 يوجد مشكلة في فتح الحساب جديد تحديد الجنسية لاتعمل ,negative
 لم أستطع التسجيل بسبب خانة الجنسية. خالية وفي نفس الوقت لا يمكن الكتابة فيها ومن ثم لا يمكن المرور للخطوة اللاحقة. ,negative
 كل ما احاول اسجل في التطبيق يطلع برا البرنامج ,neutral
 لم يتم التسجيل خطا في التطبيق ,negative
 يطلبني رمز التحقق ومو راسلين اي رمز احاول من الصبح نفس الشي ,neutral
 ♥️ ♥️ ❤️ 🌹 😘  خدمه ممتازه ,positive
 انتبهوا يا شباب الي ما عنده أعراض كرونا لا يدخل البرنامج ويسجل فيها لن مجرد تسجيلك يحطك بالحجر ١٤ يوم ,negative
 تصلني إشعارات كثيرة من البرنامج بمشاركة الموقع مع انني حددت موقعي وعندالضغط على احد الاشعارت يتم التحويل للبرنامج ولا اجد شيء عن الاشعار لا اجد مشاركة الموقع ولا حتى الموقع الذي حددته من قبل ,neutral
 برنامج سيء ولا يوجد فائده منه ولا يستاهل ربع نجمة ,negative
 التطبيق لا يعمل ادخل رقم الجوال ولا تجي رساله ,neutral
 سيئ ,negative
 مش راضي يتحمل 😑 ,negative
 سيئ جدا جدا انا مسجله من قبل بالبرنامج اذا رحت لخانة تسجيل دخول يكتبلي لم يتم العثور على المستخدم واذا رحت لتسجيل جديد يكتبلي رقم الهويه مسجل سابقا؟ يعني ايش الحل كيف ادخل على التطبيق احتاجه ضروري ,negative
 فاشل ,negative
 يقول لي معلوماتك خاطئه ,negative
 يحتاج إلى تطوير وتحسين ,neutral
 البرنامج معلق يقول يجيك رسالة تاكيد ومافي شي يومين وميتحمل عندي ,negative
 سيئ جدا هناك مشكله في انشاء حساب جديد ,negative
 فاشل ,negative
 للاسف التطبيق بدون كشف يقولي احجر نفسك بأي منطق احجر نفسي وانا ماسويت لامسحة ولاشي تم الغاء البرنامج لانه سيء ,negative
 لا يمكن تسجيل بسبب اني سجلت مسبقا وفي الاصل لم اسجل بياناتي ,neutral
 عند دخولي للبرنامج وبعد انتهاء فترةالحجر المنزلي١٤يوم من برنامج صحتي وجدت برنامج تطمن معطيني فتره١٤يوم حجرمنزل أضافي ,neutral
 لايمكنني تحديد موقعي يعمل كآله حاسبه فقط في تعداد الايام . يحتاج الى تحديث وتطوير ,neutral
 أحاول اسجل يقول هناك خطأ حاولت في أوقات مختلفة ,neutral
 انا نزلت البرنامج بدي اعمل فحص كورونا طلعلي عزل منزلي وبدون ما افحص ,negative
 البرنامج مايمديك تسجل خروج ,negative
 مستغرب يقولو انه متاح للمقيمين بس كل ما اسجل يقلي رقم الهويه او تاريخ الميلاد خطأ ,negative
 بصراحه سيئ للغاية فترة العزل من تاريخ 14 يوليو انتهى فترة العزل وعادهم امس ركبو الاكسسوار ولا نعرف انتهى وقت العزل لانه قد انتهى بالنسبه لي انا ام موضوع الاكسسوار يفصل والجوال بيدي لاتتجاوز المسافه بينهما 15 سنتيمنتر ,negative
 ماني قادر ادخل على التطبيق كل مره يطلب مني ازالة احد التطبيقات مثل الواتس آب الايمو الخ الخ ،،،،،،، ,neutral
 شكرا ,positive
 سئ جداً ,negative
 ابغى موعد فحص كارونا ,negative
 حسبي الله ونعم الوكيل فيهم سجلت واخدت موعد ورحت الموعد للمسح ثاني يوم الحاله سليم وقسم بالله خالط اهلي وعادي حياتي كم يوم تتغير الحاله مصاب ولا جاتني رساله من وزارة الصحه. ,negative
 تطبيق اي كلام مافيه اي ميزات يعلق ولا يفتح وكل شي تحديث ,neutral
 برنامج ممتاز جدا وسهل وسلسل الاستخدام بس اليوم رفض حجز موعد وتحويلي لبرنامج صحتي وبرنامج صحتي غير فعال ,neutral
 لم استفد منه ,negative
 الصراحة بعد التحديث طلع فاشل انا انتهيت من الفتره رد رجعني من جديد وهذا يدل انه فيه خلل في احتساب الفترة للشخص جاني رابط التحديث وياليت ما حدثت البرنامج جاب لنا اكتاب نفسي من جد شفو ليكم حل للاصلاح الخلل ,negative
 تمام ,negative
 التحديث الاخير الغى عداد العزل وهذا سئ كنت اعرف عن طريقه كم بقي وهكذا نرجو تصحيح الخطاء ,negative
 تعاملهم سيء ,negative
 م يعطي النتيجه الصحيحه لي صديق سوا مسحه في مستشفي ووزارة الصحة رسلو نتيجه (مصاب ) والبرنامج يعطي انه سليم ,neutral
 سيئ ومزعج مل شوية ورساله خلاص مرة او مرتين خلو الرسايل ف اليوم مو كل نص ساعه رساله ,negative
 يوجد مشاكل كثيره بتطبيق ك طلب مساعده وك حسب وكا نتيجه الفحص يعني لس فيه اخطاء رغم اني توي حدثت اخر تحديث وتوقعت المشاكل بتنحل ولا انحل شي . ,negative
 ممتاز جدا ,positive
 سي جدآ ,negative
 كان فى الأول يظهرلى العد التنازلى حاليا لم يعد يظهر بعد التحديث فقط مكتوب (مصاب) فى حالة شفاءك سيتم تحديث حالتك الصحية تلقائيا والعد التنازلى افضل بكثير ,neutral
 تطبيق سيئ جدا. احاول اسجل مايدخل وما اقدر اكتب رقم الهوية. ,negative
 مشكلة تسجيل الخروج لازم يحلوها مني قادر احجز للعمال الي عندي ,neutral
 كونت مسجل من فتره ولوقتي كل ما اسجل مابيرداش يفتح ايه الحل؟؟ ,negative
 ما تقدر تسجل احد ثاني برقم هويتو ,negative
 سجلت وطلعلي اختار موقع العزل او حدد موقع العزل وانا سليم ولله الحمد كيف الخروج من الموقع هذا لا فيه كلمة خروج علمآ كاتب غير مصاب ولا مخالط شيء عجيب ,neutral
